"Date","AveragePrice","TotalVolume","TotalRevenue","TotRevSmallHass","TotRevLargeHass","TotRevXLHass","SmallHass","LargeHass","XLHass","TotalBags","SmallBags","LargeBags","XLBags","Type","Year","Region","CityUsed","State","Country","Latitude","Longitude"
"2015-10-25",1.52,9307.99,14148.1448,12162.6752,1733.5448,0,8001.76,1140.49,0,165.74,143.33,22.41,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-10-18",1.84,12357.55,22737.892,19931.248,2423.4456,0,10832.2,1317.09,0,208.26,166.14,42.12,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-10-11",1.91,6593.87,12594.2917,10388.3754,1853.0056,0,5438.94,970.16,0,184.77,181.25,3.52,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-10-04",1.93,6825.19,13172.6167,10818.6922,2044.0437,0,5605.54,1059.09,0,160.56,143.33,17.23,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-09-27",1.85,7128.73,13188.1505,9408.3415,2920.817,0,5085.59,1578.82,0,464.32,442.37,21.95,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-09-20",1.98,4881.79,9665.9442,7407.9522,1764.1008,0,3741.39,890.96,0,249.44,193.33,56.11,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-09-13",1.9,7622.55,14482.845,10158.483,2055.933,0,5346.57,1082.07,0,1193.91,968.39,225.52,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-09-06",1.79,10567.84,18916.4336,13092.8297,2859.7398,0,7314.43,1597.62,0,1655.79,759.46,896.33,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-08-30",1.8,10535.93,18964.674,13101.876,2860.182,0,7278.82,1588.99,0,1668.12,1013.33,654.79,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-08-23",1.81,10004.86,18108.7966,13383.7554,2438.4863,0,7394.34,1347.23,0,1263.29,796.67,466.62,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-08-16",1.79,10949.5,19599.605,14095.1939,3389.0607,0,7874.41,1893.33,0,1181.76,1013.33,168.43,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-08-09",1.82,10066.22,18320.5204,13607.685,2681.6244,0,7476.75,1473.42,0,1116.05,880,236.05,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-08-02",1.88,8593.93,16156.5884,12550.6544,2392.676,0,6675.88,1272.7,0,645.35,533.33,112.02,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-07-26",1.85,7178.36,13279.966,9831.122,2411.1975,0,5314.12,1303.35,0,560.89,290,270.89,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-07-19",1.85,6428.81,11893.2985,8954.148,2187.1995,0,4840.08,1182.27,0,406.46,223.33,183.13,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-07-12",1.82,8064.16,14676.7712,10402.7196,2661.8046,0,5715.78,1462.53,0,885.85,746.67,139.18,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-07-05",1.72,10481.04,18027.3888,12929.6012,2520.66,0,7517.21,1465.5,0,1498.33,1126.67,371.66,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-06-28",1.54,11633.27,17915.2358,14084.7168,2415.6286,0,9145.92,1568.59,0,918.76,303.33,615.43,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-06-21",1.48,14656.29,21691.3092,17380.158,2760.1112,0,11743.35,1864.94,0,1048,736.67,311.33,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-06-14",1.62,12799.12,20734.5744,14310.5454,3290.3658,0,8833.67,2031.09,0,1934.36,1193.33,741.03,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-06-07",1.54,13840.92,21315.0168,15806.56,2337.8586,0,10264,1518.09,0,2058.83,973.33,1085.5,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-05-31",1.54,14390.21,22160.9234,16732.4696,1959.573,0,10865.24,1272.45,0,2252.52,1025.83,1226.69,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-05-24",1.7,11605.98,19730.166,14673.482,2297.295,0,8631.46,1351.35,0,1623.17,960,663.17,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-05-17",1.67,11593.7,19361.479,14171.2192,2522.7521,0,8485.76,1510.63,0,1597.31,866.67,730.64,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-05-10",1.46,14755.15,21542.519,16400.034,2105.32,0,11232.9,1442,0,2080.25,906.67,1173.58,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-05-03",1.4,17519.51,24527.314,18031.314,3678.542,0,12879.51,2627.53,0,2012.47,1073.33,939.14,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-04-26",1.65,17775.41,29329.4265,18606.5055,8201.3085,0,11276.67,4970.49,0,1528.25,726.67,801.58,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-04-19",1.48,15735.77,23288.9396,18482.6396,2512.7588,0,12488.27,1697.81,0,1549.69,670,879.69,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-04-12",1.56,14281.66,22279.3896,15732.8964,2130.7104,0,10085.19,1365.84,0,2830.63,2138.25,692.38,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-04-05",1.5,14328.05,21492.075,16416.45,1936.08,0,10944.3,1290.72,0,2093.03,1812.94,280.09,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-03-29",1.46,15287.62,22319.9252,19624.7798,1670.0502,0,13441.63,1143.87,0,702.12,665.15,36.97,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-03-22",1.37,13824.58,18939.6746,15908.3989,2111.3207,0,11611.97,1541.11,0,671.5,659.15,12.35,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-03-15",1.56,9530.76,14867.9856,11246.2272,1957.9092,0,7209.12,1255.07,0,1066.57,1056.67,9.9,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-03-08",1.52,12545.98,19069.8896,13546.9696,1695.1192,0,8912.48,1115.21,0,2518.29,2513.33,4.96,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-03-01",1.37,14618.92,20027.9204,15644.2081,2144.9542,0,11419.13,1565.66,0,1634.13,1626.67,7.46,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-02-22",1.59,10924.58,17370.0822,13651.5333,2312.7345,0,8585.87,1454.55,0,884.16,866.67,17.49,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-02-15",1.66,10159.47,16864.7202,13018.7824,2000.466,0,7842.64,1205.1,0,1111.73,1096.68,15.05,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-02-08",1.55,12418.02,19247.931,14376.7615,2101.831,0,9275.33,1356.02,0,1786.67,1786.67,0,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-02-01",1.18,13645.72,16101.9496,12756.4844,2379.6116,0,10810.58,2016.62,0,818.52,813.46,5.06,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-01-25",1.54,10849.4,16708.076,12302.1822,2661.4896,0,7988.43,1728.24,0,1132.73,1120,12.73,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-01-18",1.36,12251.87,16662.5432,13938.0552,2080.7592,0,10248.57,1529.97,0,473.33,473.33,0,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-01-11",1.36,14035.18,19087.8448,15671.6744,2220.3768,0,11523.29,1632.63,0,879.26,876.68,2.58,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-01-04",1.12,17296.85,19372.472,16318.0192,2092.8208,0,14569.66,1868.59,0,858.6,830,28.6,0,"organic",2015,"PhoenixTucson","Phoenix","AZ","USA",33.448376,-112.074036
"2015-12-27",1.5,749.03,1123.545,298.74,44.445,0,199.16,29.63,0,520.24,450.74,69.5,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-12-20",1.55,679.51,1053.2405,363.3665,48.9645,0,234.43,31.59,0,413.49,287.87,125.62,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-12-13",1.56,852.98,1330.6488,442.8996,73.1172,0,283.91,46.87,0,522.2,354.8,167.4,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-12-06",1.55,1313.49,2035.9095,515.964,370.0315,0,332.88,238.73,0,741.88,555.08,186.8,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-11-29",1.4,1161.01,1625.414,483.378,190.988,0,345.27,136.42,0,679.32,522.12,157.2,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-11-22",1.54,1158.22,1783.6588,595.6104,330.9152,0,386.76,214.88,0,556.58,248.27,308.31,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-11-15",1.43,1387.96,1984.7828,666.4229,48.5342,0,466.03,33.94,0,887.99,360.84,527.15,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-11-08",1.44,1269.64,1828.2816,527.0112,61.2864,0,365.98,42.56,0,861.1,597.2,263.9,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-11-01",1.46,1383.12,2019.3552,582.5838,84.6508,0,399.03,57.98,0,926.11,694.95,231.16,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-10-25",1.47,1973.01,2900.3247,873.7092,40.1751,0,594.36,27.33,0,1351.32,1328.55,22.77,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-10-18",1.45,1329.64,1927.978,692.5345,54.549,0,477.61,37.62,0,814.41,765.02,49.39,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-10-11",1.45,1366.39,1981.2655,648.1935,76.995,0,447.03,53.1,0,866.26,622.67,243.59,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-10-04",1.19,1849.29,2200.6551,363.1999,316.2663,0,305.21,265.77,0,1278.31,996.34,281.97,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-09-27",1.47,1151.64,1692.9108,532.0665,45.3936,0,361.95,30.88,0,758.81,385.24,373.57,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-09-20",1.44,1513.77,2179.8288,962.28,88.92,0,668.25,61.75,0,783.77,223.44,560.33,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-09-13",1.47,1390.96,2044.7112,778.8207,68.0463,0,529.81,46.29,0,814.86,631.97,182.89,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-09-06",1.5,2278.16,3417.24,986.73,244.11,0,657.82,162.74,0,1457.6,814.25,643.35,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-08-30",1.52,2181.39,3315.7128,1201.712,93.6472,0,790.6,61.61,0,1329.18,713.13,616.05,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-08-23",1.66,1973.39,3275.8274,1243.5226,101.9738,0,749.11,61.43,0,1162.85,1083.22,79.63,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-08-16",1.57,1531.14,2403.8898,1063.204,53.4271,0,677.2,34.03,0,819.91,426.67,393.24,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-08-09",1.47,2156.53,3170.0991,683.2266,9.9813,0,464.78,6.79,0,1684.96,1217.54,467.42,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-08-02",1.57,1238.66,1944.6962,901.3527,71.7961,0,574.11,45.73,0,618.82,257.53,361.29,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-07-26",1.46,1190.83,1738.6118,778.4282,56.8378,0,533.17,38.93,0,618.73,80.85,537.88,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-07-19",1.83,753.64,1379.1612,944.6094,84.4545,0,516.18,46.15,0,191.31,153.33,37.98,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-07-12",1.81,1279.45,2315.8045,1259.0541,228.5306,0,695.61,126.26,0,457.58,457.58,0,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-07-05",1.83,1383.67,2532.1161,1375.3914,374.2533,0,751.58,204.51,0,427.58,423.79,3.79,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-06-28",1.77,1402.53,2482.4781,1453.8603,57.3126,0,821.39,32.38,0,548.76,529.83,18.93,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-06-21",1.58,1698.9,2684.262,1227.5968,50.7022,0,776.96,32.09,0,889.85,495.74,394.11,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-06-14",1.56,1517.59,2367.4404,820.3728,106.158,0,525.88,68.05,0,923.66,687.69,235.97,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-06-07",1.57,1726.96,2711.3272,1078.6685,31.6198,0,687.05,20.14,0,1019.77,911.62,108.15,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-05-31",1.51,2154.53,3253.3403,1267.9319,45.3755,0,839.69,30.05,0,1284.79,1106.72,178.07,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-05-24",1.54,2254.02,3471.1908,1318.7328,110.11,0,856.32,71.5,0,1326.2,1007.5,318.7,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-05-17",1.53,2614.93,4000.8429,1671.6474,98.6238,0,1092.58,64.46,0,1457.89,1378.92,78.97,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-05-10",1.49,2295.39,3420.1311,1258.9904,63.6826,0,844.96,42.74,0,1407.69,1220.47,187.22,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-05-03",1.49,1889.99,2816.0851,930.058,58.4378,0,624.2,39.22,0,1226.57,995.08,231.49,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-04-26",1.38,2284.48,3152.5824,994.4832,69.4278,0,720.64,50.31,0,1513.53,1402.62,110.91,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-04-19",1.37,3182.2,4359.614,1453.5837,318.114,0,1061.01,232.2,0,1888.99,1606.8,282.19,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-04-12",1.45,3221.99,4671.8855,1449.1445,220.6175,0,999.41,152.15,0,2070.43,1748.33,322.1,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-04-05",1.35,2808.98,3792.123,981.3555,281.313,0,726.93,208.38,0,1873.67,1668.65,205.02,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-03-29",1.41,2274.19,3206.6079,1055.6952,255.8445,0,748.72,181.45,0,1344.02,1344.02,0,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-03-22",1.47,2059.01,3026.7447,1238.769,134.8431,0,842.7,91.73,0,1124.58,1122.85,1.73,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-03-15",1.68,1253.46,2105.8128,1187.2392,111.9552,0,706.69,66.64,0,480.13,357.87,122.26,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-03-08",1.65,2337.44,3856.776,926.1945,545.6055,0,561.33,330.67,0,1445.44,1233.27,212.17,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-03-01",1.63,2224.4,3625.772,1230.5685,83.8961,0,754.95,51.47,0,1417.98,1379.85,38.13,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-02-22",1.71,1860.35,3181.1985,1521.2502,96.2559,0,889.62,56.29,0,914.44,518.36,396.08,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-02-15",1.71,1784.02,3050.6742,1056.6261,425.0376,0,617.91,248.56,0,917.55,760.32,157.23,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-02-08",1.6,2253.42,3605.472,683.392,594.288,0,427.12,371.43,0,1454.87,1138.48,316.39,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-02-01",1.77,1427.11,2525.9847,1345.7841,131.5464,0,760.33,74.32,0,592.46,585.38,7.08,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-01-25",1.7,1441.14,2449.938,1016.651,155.312,0,598.03,91.36,0,751.75,559.41,192.34,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-01-18",1.55,3448.42,5345.051,484.654,1099.3685,0,312.68,709.27,0,2426.47,257.86,2168.61,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-01-11",1.82,1663.25,3027.115,1396.0856,597.8518,0,767.08,328.49,0,567.68,564.2,3.48,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-01-04",1.81,1339.36,2424.2416,1364.74,225.0373,0,754,124.33,0,461.03,447.01,14.02,0,"organic",2015,"Pittsburgh","Pittsburgh","PA","USA",40.440624,-79.995888
"2015-12-27",1.6,32041.32,51266.112,5158.512,21524.944,2675.76,3224.07,13453.09,1672.35,13691.81,5921.08,7770.73,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-12-20",1.69,29471.57,49806.9533,5735.691,21794.6456,5722.34,3393.9,12896.24,3386,9795.43,4937.52,4857.91,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-12-13",1.82,24664.21,44888.8622,6179.173,24004.3076,2897.7858,3395.15,13189.18,1592.19,6487.69,4488.01,1999.68,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-12-06",1.92,21986.87,42214.7904,5597.2992,26213.5296,706.7328,2915.26,13652.88,368.09,5050.64,3518.24,1532.4,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-11-29",1.82,23344.7,42487.354,7205.6712,22414.7196,51.7244,3959.16,12315.78,28.42,7041.34,4404.5,2636.84,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-11-22",1.69,28577.15,48295.3835,7567.7017,22481.4616,68.3436,4477.93,13302.64,40.44,10756.14,5955.98,4800.16,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-11-15",1.68,30958.65,52010.532,7040.8296,23915.2368,44.1336,4190.97,14235.26,26.27,12506.15,7356.62,5149.53,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-11-08",1.73,32097.19,55528.1387,7840.1351,25067.5962,568.4607,4531.87,14489.94,328.59,12746.79,8602.73,4144.06,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-11-01",1.55,34437.74,53378.497,5910.739,20703.6135,694.5705,3813.38,13357.17,448.11,16819.08,8910.32,7908.76,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-10-25",1.64,30717.28,50376.3392,5896.1936,21667.7948,510.8436,3595.24,13212.07,311.49,13598.48,7405.56,6192.92,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-10-18",1.68,31802.25,53427.78,7078.4616,23928.2904,52.9368,4213.37,14243.03,31.51,13314.34,6944.31,6370.03,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-10-11",1.82,28422.94,51729.7508,5720.4602,27431.313,75.2024,3143.11,15072.15,41.32,10166.36,6460.34,3706.02,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-10-04",1.76,30507.45,53693.112,5171.6368,25740.968,21.3312,2938.43,14625.55,12.12,12931.35,8437.2,4494.15,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-09-27",1.85,28183.63,52139.7155,5455.576,26341.632,35.7975,2948.96,14238.72,19.35,10976.6,8593.72,2382.88,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-09-20",1.85,30393.35,56227.6975,7266.874,27938.478,84.804,3928.04,15101.88,45.84,11317.59,8824.73,2492.86,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-09-13",1.87,29440.58,55053.8846,7976.9151,27920.2033,130.4699,4265.73,14930.59,69.77,10174.49,8144.24,2030.25,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-09-06",1.91,30307.58,57887.4778,9959.5804,29847.2262,45.8209,5214.44,15626.82,23.99,9442.33,7806.44,1635.89,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-08-30",1.9,34522.02,65591.838,9705.485,32638.409,31.787,5108.15,17178.11,16.73,12219.03,9923.77,2295.26,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-08-23",1.92,31850.38,61152.7296,9929.28,31763.4432,27.4176,5171.5,16543.46,14.28,10121.14,8311.71,1809.43,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-08-16",1.88,32159.33,60459.5404,10092.4792,29151.4868,67.022,5368.34,15506.11,35.65,11249.23,9695.15,1554.08,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-08-09",1.87,34667.31,64827.8697,11090.97,30686.5878,35.4178,5931,16409.94,18.94,12307.43,10591.35,1716.08,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-08-02",1.84,32696.45,60161.468,11663.1528,25522.0328,69.4784,6338.67,13870.67,37.76,12449.35,10259.64,2189.71,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-07-26",1.84,27102.7,49868.968,10800.2848,22237.0256,112.5344,5869.72,12085.34,61.16,9086.48,7498.39,1588.09,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-07-19",1.85,28602.01,52913.7185,9193.0755,27181.0695,21.682,4969.23,14692.47,11.72,8928.59,6599.43,2329.16,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-07-12",1.89,34274.47,64778.7483,8794.5858,39652.4457,53.1279,4653.22,20980.13,28.11,8613.01,5262.78,3350.23,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-07-05",1.92,40423.05,77612.256,9854.2272,48606.3552,148.3584,5132.41,25315.81,77.27,9897.56,7044.08,2853.48,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-06-28",1.93,33557.37,64765.7241,8521.5676,40499.3902,13.5486,4415.32,20984.14,7.02,8150.89,6061.76,2089.13,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-06-21",1.88,37004.14,69567.7832,10576.3912,41245.6772,114.21,5625.74,21939.19,60.75,9378.46,7204.04,2174.42,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-06-14",1.79,33795.51,60493.9629,8500.889,37378.7979,75.1263,4749.1,20882.01,41.97,8122.43,5857.07,2265.36,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-06-07",1.9,30028,57053.2,8136.313,32453.178,79.591,4282.27,17080.62,41.89,8623.22,6108.64,2514.58,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-05-31",1.93,31775.42,61326.5606,9355.3662,33677.2069,103.5638,4847.34,17449.33,53.66,9425.09,7198.51,2226.58,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-05-24",1.92,31193.34,59891.2128,16845.4464,26273.0688,22.368,8773.67,13683.89,11.65,8724.13,6649.48,2074.65,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-05-17",1.93,30302.51,58483.8443,8972.9946,33097.0875,94.2226,4649.22,17148.75,48.82,8455.72,6285.96,2169.76,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-05-10",1.85,32022.52,59241.662,7329.1635,31186.6525,158.8595,3961.71,16857.65,85.87,11117.29,8533.47,2583.82,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-05-03",1.92,27541.24,52879.1808,6649.5744,32432.1024,35.5584,3463.32,16891.72,18.52,7167.68,5360.43,1807.25,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-04-26",1.93,30001.14,57902.2002,5306.7473,33859.4182,93.605,2749.61,17543.74,48.5,9659.29,7742.3,1916.99,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-04-19",1.9,29227.44,55532.136,6334.714,30397.853,91.903,3334.06,15998.87,48.37,9846.14,8530.66,1315.48,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-04-12",1.82,31363.93,57082.3526,5567.4892,31316.7946,16.744,3059.06,17207.03,9.2,11088.64,8861.94,2226.7,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-04-05",1.81,36535.72,66129.6532,6396.7029,33754.2737,87.242,3534.09,18648.77,48.2,14304.66,12419.92,1884.74,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-03-29",1.85,34062.08,63014.848,6456.4815,32963.633,38.1655,3489.99,17818.18,20.63,12733.28,12479.89,253.39,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-03-22",1.8,34244.34,61639.812,6860.286,34434.828,41.202,3811.27,19130.46,22.89,11279.72,10549.2,730.52,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-03-15",1.67,36469.37,60903.8479,7394.6264,24046.6139,38.1929,4427.92,14399.17,22.87,17619.41,15944.5,1674.91,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
"2015-03-08",1.68,33434.23,56169.5064,5850.768,21157.8528,23.0664,3482.6,12593.96,13.73,17343.94,15943.23,1400.71,0,"organic",2015,"Plains",NA,NA,"USA",NA,NA
